Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Same Day,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,12.96,2,0,6.3504
Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,6.48,1,0,3.1104
Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Binders,6984,1,0.2,2.3571
Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Art,47.96,5,0.2,4.1965
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,199.74,6,0,47.9376
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,435.26,7,0,95.7572
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Copiers,1119984,2,0.2,377.9946
Second Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Tables,143432,1,0.2,3.5858
Second Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,122352,3,0.2,13.7646
Standard Class,Consumer,United States,Southaven,Mississippi,38671,South,Office Supplies,Storage,306.2,5,0,0
Standard Class,Consumer,United States,Southaven,Mississippi,38671,South,Furniture,Tables,85.98,1,0,22.3548
Standard Class,Consumer,United States,Southaven,Mississippi,38671,South,Technology,Accessories,223.96,4,0,53.7504
First Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,97568,2,0.2,-6098
First Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,614272,8,0.2,-23.0352
First Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Bookcases,199.98,2,0,37.9962
First Class,Corporate,United States,Middletown,Connecticut,6457,East,Office Supplies,Paper,48.16,7,0,22.1536
Standard Class,Consumer,United States,New Castle,Indiana,47362,Central,Technology,Phones,23.92,2,0,6.6976
Standard Class,Consumer,United States,New Castle,Indiana,47362,Central,Office Supplies,Appliances,60.69,7,0,16.3863
First Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Paper,14352,3,0.2,5.2026
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Appliances,35.04,2,0,12264
Second Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,17.48,5,0.2,1311
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Art,16.4,5,0,4756
First Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Tables,892.98,2,0,80.3682
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Technology,Phones,287.97,3,0,77.7519
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,595.38,6,0,297.69
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,12.96,2,0,6.2208
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,4.95,1,0,1.3365
Standard Class,Corporate,United States,Middletown,Connecticut,6457,East,Furniture,Furnishings,181.95,3,0,38.2095
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,13.52,4,0,6.2192
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,259.7,5,0,106477
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,42.95,1,0,1.2885
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,1399.93,7,0,601.9699
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,503.96,4,0,125.99
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,12.72,3,0,6.36
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,11.52,4,0,5.6448
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Technology,Accessories,316,4,0,31.6
Second Class,Home Office,United States,Roswell,Georgia,30076,South,Furniture,Chairs,723.92,4,0,188.2192
Second Class,Home Office,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,106.32,3,0,49.9704
First Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Bookcases,141372,2,0.3,-14.1372
First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,27216,3,0.2,9.8658
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,390.75,5,0,171.93
First Class,Home Office,United States,Peoria,Arizona,85345,West,Furniture,Chairs,280792,1,0.2,35099
First Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Storage,68448,4,0.2,7.7004
First Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Art,88.04,5,0.2,6603
First Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Art,15872,1,0.2,1984
First Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Storage,215592,3,0.2,-48.5082
Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Labels,14.62,2,0,6.8714
Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Appliances,416.32,2,0,112.4064
Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Binders,43,5,0,20.21
Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Furniture,Chairs,182.94,3,0,27441
Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Binders,60.83,7,0,30415
Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Technology,Accessories,389.97,3,0,132.5898
First Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Appliances,194.32,4,0,56.3528
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,265.93,7,0,63.8232
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,94.74,3,0,44.5278
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,60.64,4,0,27.8944
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,76.3,5,0,38.15
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,364.8,12,0,167808
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,79872,3,0.2,29952
Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Bookcases,46384,1,0.2,1.1596
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,12.96,2,0,6.2208
First Class,Home Office,United States,Fort Collins,Colorado,80525,West,Office Supplies,Envelopes,14352,3,0.2,5.2026
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,547136,4,0.2,-68392
Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Storage,41.96,2,0,2.9372
Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,41.7,5,0,20.85
Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Paper,277.4,5,0,133152
Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Paper,5.78,1,0,2.8322
Standard Class,Consumer,United States,Clarksville,Tennessee,37042,South,Office Supplies,Appliances,69216,6,0.2,11.2476
Same Day,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Envelopes,10.86,3,0,5.1042
Same Day,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Appliances,426.79,7,0,123.7691
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,25.92,4,0,12.4416
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,45.92,4,0,22.5008
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,10.72,2,0.2,1742
Standard Class,Consumer,United States,Warner Robins,Georgia,31088,South,Office Supplies,Art,41.86,7,0,10465
First Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Furnishings,63.2,5,0,23384
First Class,Home Office,United States,Franklin,Massachusetts,2038,East,Technology,Accessories,113.97,3,0,27.3528
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,123552,3,0.2,-29.3436
Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,490.32,9,0,137.2896
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,70.08,5,0.2,24528
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,1272,2,0.8,-2.1624
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Tables,557585,5,0.3,0
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,9024,6,0.2,3.1584
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,69456,2,0.2,22.5732
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,10.86,2,0,5.3214
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,79.47,3,0,22.2516
Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Art,10.08,6,0,5.04
First Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Bookcases,1552831,7,0.15,200.9546
First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,137.24,5,0.2,46.3185
First Class,Corporate,United States,San Francisco,California,94122,West,Technology,Accessories,36.51,1,0,15.6993
First Class,Corporate,United States,San Francisco,California,94122,West,Technology,Machines,239976,3,0.2,80.9919
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,1579746,7,0.4,-447.5947
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,1071576,4,0.4,-553.6476
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,613908,3,0.4,-122.7816
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,34.86,7,0,16.3842
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,155.04,4,0,75.9696
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,13.71,5,0.7,-10054
Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,127.88,2,0,40.9216
Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Office Supplies,Appliances,160.32,2,0,44.8896
Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Office Supplies,Binders,46,4,0,20.7
Second Class,Consumer,United States,Sacramento,California,95823,West,Furniture,Chairs,120712,1,0.2,-18.1068
First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,23.12,4,0,11.3288
Standard Class,Corporate,United States,Fairfield,Ohio,45014,East,Furniture,Furnishings,532704,6,0.2,-26.6352
Standard Class,Corporate,United States,Fairfield,Ohio,45014,East,Office Supplies,Art,4912,2,0.2,307
Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Technology,Accessories,252,4,0,93.24
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,60288,8,0.6,-27.1296
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Fasteners,2632,1,0.2,0.8225
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,23688,9,0.2,7.6986
Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,253372,2,0.3,-14.4784
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Fasteners,5.67,3,0,0.1134
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,76776,4,0.7,-58.8616
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,9184,2,0.2,1148
Standard Class,Home Office,United States,Thousand Oaks,California,91360,West,Office Supplies,Paper,32.75,5,0,15065
Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Fasteners,7216,2,0.2,1.7138
Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Paper,49568,2,0.2,15.49
Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Furniture,Furnishings,54712,7,0.2,11.6263
First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Appliances,176.04,4,0,45.7704
First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Art,16.02,9,0,4.4856
First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,185.92,4,0.2,62748
First Class,Consumer,United States,Fresno,California,93727,West,Technology,Phones,211168,4,0.2,15.8376
First Class,Consumer,United States,Fresno,California,93727,West,Technology,Copiers,479984,2,0.2,59998
First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Fasteners,7.86,2,0,3.6156
First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,24448,2,0.2,8.8624
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,6.48,1,0,3.1104
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,41.86,7,0,20.5114
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,1619.91,9,0,97.1946
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,113.92,4,0,42.1504
Standard Class,Consumer,United States,Malden,Massachusetts,2148,East,Office Supplies,Art,39.68,2,0,10.3168
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,37.6,2,0,2256
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,59.9,2,0,23.96
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,37,5,0,16.65
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Labels,5.76,2,0,2.8224
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,16.68,6,0,4.3368
Standard Class,Corporate,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,628.81,7,0,12.5762
Standard Class,Corporate,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,56.45,5,0,14677
Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,94.2,6,0,23.55
Second Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,28.4,5,0,13348
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Furniture,Bookcases,956.6648,7,0.32,-225.0976
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,1115.91,9,0,200.8638
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,128744,7,0.2,-28.9674
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,79.92,10,0.2,26973
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,24.2,5,0,7986
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,359976,3,0.2,130.4913
First Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Furnishings,211.84,8,0,76.2624
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,5.68,2,0.2,1917
